Title,Published_date,Views,Likes,Comments,Year,Like_Rate,Comment_Rate,Engagement_Rate,Rolling_Like_Rate,Rolling_Comment_Rate,Rolling_Engagement_Rate,Month
Multiplication 7: Old video giving more examples | Arithmetic | Khan Academy,2006-11-18,351746,2178,596,2006,0.0061919680678671546,0.0016944044850545565,0.007886372552921711,,,,Nov
Greatest common factor explained | Factors and multiples | Pre-Algebra | Khan Academy,2006-11-18,1673003,3618,552,2006,0.0021625783097818712,0.0003299456127693734,0.0024925239225512446,,,,Nov
Equivalent fractions | Fractions | Pre-Algebra | Khan Academy,2006-11-18,1334391,1705,297,2006,0.0012777364355724822,0.00022257344361585173,0.001500309879188334,,,,Nov
Level 3 exponents,2006-11-19,552409,1802,210,2006,0.0032620757446022784,0.0003801531111911645,0.003642228855793443,,,,Nov
Level 1 multiplying expressions,2006-11-19,187346,406,37,2006,0.002167113255687338,0.00019749554300598892,0.002364608798693327,,,,Nov
Level 2 Exponents,2006-11-19,463463,1172,97,2006,0.0025287887058945374,0.0002092939457950257,0.002738082651689563,,,,Nov
Level 1 Exponents,2006-11-19,5735,65,22,2006,0.011333914559721011,0.0038360941586748037,0.015170008718395816,,,,Nov
Algebra: Linear equations 4 | Linear equations | Algebra I | Khan Academy,2006-11-19,1343974,2782,369,2006,0.002069980520456497,0.000274558882835531,0.002344539403292028,,,,Nov
Algebra: Linear equations 1 | Linear equations | Algebra I | Khan Academy,2006-11-19,2840967,13842,1382,2006,0.004872284683349015,0.0004864540841199493,0.005358738767468964,,,,Nov
Algebra: Linear equations 3 | Linear equations | Algebra I | Khan Academy,2006-11-19,632661,1484,159,2006,0.002345647985255927,0.00025131942699170643,0.0025969674122476335,,,,Nov
Solving a quadratic by factoring | Quadratic equations | Algebra I | Khan Academy,2006-11-19,539765,1409,174,2006,0.0026103952646058933,0.0003223625096106639,0.002932757774216557,,,,Nov
Algebra: Linear equations 2 | Linear equations | Algebra I | Khan Academy,2006-11-19,919278,2519,308,2006,0.0027401939348053583,0.0003350455466137556,0.003075239481419114,,,,Nov
Algebra: Equation of a line,2006-11-22,593386,2893,298,2006,0.004875409935522578,0.0005022026134758825,0.00537761254899846,,,,Nov
Age word problems 3 | Linear equations | Algebra I | Khan Academy,2006-11-23,154384,259,46,2006,0.0016776349880816665,0.00029795833765157014,0.0019755933257332367,,,,Nov
Age word problems 1 | Linear equations | Algebra I | Khan Academy,2006-11-23,464615,1406,114,2006,0.0030261614454978854,0.0002453644415268556,0.003271525887024741,,,,Nov
Age word problems 2 | Linear equations | Algebra I | Khan Academy,2006-11-23,201008,469,73,2006,0.002333240468041073,0.0003631696250895487,0.0026964100931306215,,,,Nov
Algebra: Slope 2,2006-11-25,277667,548,72,2006,0.001973587066522129,0.00025930341019998775,0.0022328904767221166,,,,Nov
Algebra: graphing lines 1,2006-11-25,715291,2263,290,2006,0.003163747341990882,0.00040542939866431983,0.003569176740655202,,,,Nov
Algebra: Slope and Y-intercept intuition,2006-11-25,435805,805,102,2006,0.0018471564116978923,0.00023404963228967085,0.002081206043987563,,,,Nov
Algebra: Slope,2006-11-25,491736,980,150,2006,0.001992939300763011,0.00030504172970862413,0.0022979810304716354,,,,Nov
Algebra: Slope 3,2006-11-26,190981,403,84,2006,0.0021101575549400202,0.0004398343290693839,0.002549991884009404,,,,Nov
systems of equations,2006-11-26,858270,4176,469,2006,0.004865601733720158,0.000546448087431694,0.005412049821151852,,,,Nov
Adding/subtracting negative numbers | Pre-Algebra | Khan Academy,2006-11-26,1418238,4307,707,2006,0.0030368668728379864,0.0004985058925229757,0.003535372765360962,,,,Nov
Multiplying and dividing negative numbers | Pre-Algebra | Khan Academy,2007-01-04,643870,2575,332,2007,0.003999254507897557,0.0005156320375231025,0.004514886545420659,,,,Jan
Adding and subtracting fractions | Fractions | Pre-Algebra | Khan Academy,2007-01-09,2861579,11576,1588,2007,0.004045319035399687,0.0005549383749321615,0.004600257410331848,,,,Jan
Multiplying fractions (old),2007-01-09,460091,1428,260,2007,0.003103733826569092,0.0005651055986750448,0.0036688394252441365,,,,Jan
Dividing fractions,2007-01-09,846979,2421,401,2007,0.002858394363968882,0.00047344739361896814,0.0033318417575878504,,,,Jan
Unit conversion within the metric system | Pre-Algebra | Khan Academy,2007-01-15,1108104,2806,334,2007,0.002532253290304881,0.00030141575159010344,0.0028336690418949845,,,,Jan
"Speed translation | Ratios, proportions, units, and rates | Pre-Algebra | Khan Academy",2007-01-15,182700,250,21,2007,0.0013683634373289546,0.00011494252873563218,0.0014833059660645867,,,,Jan
Level 1 Exponents,2007-01-15,630555,1438,149,2007,0.0022805306436393335,0.00023629976766499354,0.0025168304113043273,0.003155100989744101,0.0005132929900216296,0.003668393979765731,Jan
Subtracting decimals (old) | Decimals | Pre-Algebra | Khan Academy,2007-01-23,244374,553,74,2007,0.0022629248610736004,0.0003028145383715125,0.002565739399445113,0.003024132882850983,0.0004669066584655282,0.0034910395413165107,Jan
Level 4 division | Multiplication and division | Arithmetic | Khan Academy,2007-01-23,1053394,2179,0,2007,0.002068551747968946,0.0,0.002068551747968946,0.0030209986641238852,0.0004559084713732157,0.003476907135497101,Jan
Dividing decimals with hundredths example 3 | Decimals | Pre-Algebra | Khan Academy,2007-01-23,1043867,2051,464,2007,0.001964809693188883,0.0004445010714966562,0.0024093107646855393,0.003043901106044432,0.0004633060589692426,0.003507207165013674,Jan
Level 4 Subtraction,2007-01-23,534233,1948,187,2007,0.003646349064921111,0.00035003453549294034,0.003996383600414052,0.0030567102167217263,0.0004623021064459684,0.0035190123231676946,Jan
Adding Decimals (Old),2007-01-26,210245,409,53,2007,0.0019453494732336084,0.00025208685105472187,0.0021974363242883302,0.0030493180906399353,0.0004641218167142595,0.0035134399073541945,Jan
Mulitplication 8: Multiplying decimals (Old video),2007-01-26,285592,568,81,2007,0.0019888512283257236,0.0002836213899549007,0.002272472618280624,0.0030313201747209748,0.00046659939818625534,0.00349791957290723,Jan
"Exponent rules part 1 | Exponents, radicals, and scientific notation | Pre-Algebra | Khan Academy",2007-01-27,1652030,5021,588,2007,0.003039291054036549,0.0003559257398473393,0.0033952167938838883,0.002754832724531493,0.00035059378422533984,0.0031054265087568323,Jan
"Exponent rules part 2 | Exponents, radicals, and scientific notation | Pre-Algebra | Khan Academy",2007-01-27,856597,2297,208,2007,0.0026815410280446933,0.00024282130336669401,0.0029243623314113873,0.0027752180747844324,0.000349535864909712,0.003124753939694144,Jan
"Simplifying radicals | Exponents, radicals, and scientific notation | Pre-Algebra | Khan Academy",2007-01-28,1949544,4646,471,2007,0.0023831213863344455,0.0002415949575900826,0.002624716343924528,0.002692245964883947,0.0003413738940253831,0.00303361985890933,Jan
i and Imaginary numbers,2007-01-28,228861,885,217,2007,0.0038669760247486465,0.0009481737823394986,0.004815149807088145,0.002742956899533704,0.0003646023725369762,0.0031075592720706804,Jan
Quadratic equation part 2 | Quadratic equations | Algebra I | Khan Academy,2007-01-28,340535,1306,133,2007,0.0038351417622270838,0.00039056190993583625,0.00422570367216292,0.002783781782787744,0.0003668756858811486,0.0031506574686688926,Jan
Introduction to the quadratic equation | Quadratic equations | Algebra I | Khan Academy,2007-01-28,1451587,9346,695,2007,0.006438470446483745,0.0004787863214536917,0.006917256767937437,0.0029070576665103567,0.0003716670450424798,0.0032787247115528364,Jan
Averages | Linear equations | Algebra I | Khan Academy,2007-02-21,405777,836,67,2007,0.0020602449128462185,0.00016511532196255579,0.0022253602348087744,0.0028132188324211447,0.00036043080199203557,0.0031736496344131806,Feb
Why borrowing works,2007-03-03,292290,819,65,2007,0.0028020117007082007,0.00022238188100858736,0.0030243935817167882,0.0028506980561753626,0.00035791158677060274,0.003208609642945966,Mar
Introduction to Ratios,2007-03-03,269049,525,155,2007,0.0019513174180167926,0.0005761032377001959,0.0025274206557169884,0.002814869921925993,0.0003689362133097141,0.003183806135235707,Mar
Advanced ratio problems,2007-03-03,177816,479,102,2007,0.0026937958338957126,0.0005736266702658929,0.003267422504161605,0.0028268884341211475,0.0003759514481489256,0.0032028398822700733,Mar
Algebra: Solving Inequalities,2007-03-06,1736754,9396,924,2007,0.00541009262106205,0.0005320269882781326,0.0059421196093401825,0.002941438619272478,0.0003850422340848638,0.003326480853357342,Mar
Quadratic inequalities | Polynomial and rational functions | Algebra II | Khan Academy,2007-03-06,493548,2840,259,2007,0.0057542528791525846,0.0005247716534156759,0.0062790245325682606,0.003027788803844535,0.00038902030924324235,0.0034168091130877772,Mar
Level 2 Addition,2007-03-10,388580,644,0,2007,0.0016573163827268516,0.0,0.0016573163827268516,0.003021460802878834,0.0003812186548335866,0.00340267945771242,Mar
Basic addition | Addition and subtraction | Arithmetic | Khan Academy,2007-03-10,3494854,6079,0,2007,0.0017394145792642554,0.0,0.0017394145792642554,0.003013009978828875,0.00037105059717663246,0.0033840605760055075,Mar
Integer sums,2007-03-12,267519,491,53,2007,0.0018353836549927294,0.00019811676927620095,0.0020335004242689305,0.0030038508488306323,0.0003629933451835264,0.0033668441940141584,Mar
Introduction to functions,2007-03-18,1120083,5333,668,2007,0.004761254299904561,0.0005963843750864891,0.00535763867499105,0.003000372601036779,0.0003646578881053529,0.0033650304891421315,Mar
Functions (Part III),2007-03-18,329531,1191,101,2007,0.003614227493012797,0.00030649620217824725,0.003920723695191045,0.003019617955042606,0.0003582575650938619,0.003377875520136468,Mar
Functions Part 2,2007-03-18,573744,2043,273,2007,0.0035608215510750437,0.00047582196938007195,0.004036643520455116,0.0030050035231485223,0.0003569305628224276,0.0033619340859709496,Mar
Percent and decimals,2007-04-09,485235,1270,168,2007,0.0026172885302997518,0.0003462239945593372,0.002963512524859089,0.002957402506311858,0.00034997341681000004,0.0033073759231218576,Apr
Converting fractions to decimals | Decimals | Pre-Algebra | Khan Academy,2007-04-09,2153734,6374,1010,2007,0.002959511248835743,0.0004689529904807186,0.0034284642393164616,0.0029525950870540794,0.0003467683298701892,0.003299363416924268,Apr
Mixed numbers and improper fractions | Fractions | Pre-Algebra | Khan Academy,2007-04-09,966295,3269,507,2007,0.0033830248526588672,0.000524684490761103,0.00390770934341997,0.0029700827700104115,0.00034847623310826036,0.0033185590031186724,Apr
Ordering numeric expressions | Decimals | Pre-Algebra | Khan Academy,2007-04-09,232691,187,22,2007,0.0008036408799652759,9.454598587826775e-05,0.0008981868658435436,0.002912462356332425,0.0003415805742511992,0.003254042930583624,Apr
Growing by a percentage | Linear equations | Algebra I | Khan Academy,2007-04-12,615052,799,116,2007,0.0012990771512002238,0.00018860193934821772,0.0014876790905484414,0.002910152813461468,0.0003440358879382854,0.0032541887013997533,Apr
Taking percentages | Linear equations | Algebra I | Khan Academy,2007-04-12,580208,1291,137,2007,0.0022250641149380913,0.00023612221823897636,0.0024611863331770677,0.0029083039291714265,0.00034402996962408484,0.0032523338987955107,Apr
More percent problems | Linear equations | Algebra I | Khan Academy,2007-04-12,251683,497,93,2007,0.0019747062773409407,0.0003695124422388481,0.002344218719579789,0.002898696643047004,0.00034625323308632935,0.003244949876133334,Apr
30-60-90 Triangles II,2007-05-16,116150,203,20,2007,0.0017477399913904434,0.00017219113215669393,0.0019199311235471373,0.002888002917827721,0.0003519929374915525,0.0032399958553192736,May
Intro to 30-60-90 triangles | Right triangles and trigonometry | Geometry | Khan Academy,2007-05-16,578886,819,127,2007,0.0014147863309874483,0.00021938689137412202,0.0016341732223615704,0.0028696688057543393,0.000344489131487468,0.0032141579372418076,May
Introduction to the Pythagorean theorem | Right triangles and trigonometry | Geometry | Khan Academy,2007-05-16,184857,424,130,2007,0.002293664832816718,0.0007032462930805975,0.0029969111258973152,0.0028245793313508597,0.00035626285674038993,0.0031808421880912493,May
Pythagorean theorem II | Right triangles and trigonometry | Geometry | Khan Academy,2007-05-16,276731,937,104,2007,0.0033859596503463653,0.00037581622586555175,0.003761775876211917,0.0028725996705879515,0.00036038716923408426,0.003232986839822036,May
45-45-90 triangles | Right triangles and trigonometry | Geometry | Khan Academy,2007-05-16,673456,1514,135,2007,0.002248105295668908,0.0002004585303271483,0.0024485638259960562,0.0028812414728327245,0.00035761507391315916,0.003238856546745884,May
Introduction to Logarithms,2007-05-17,2305762,22690,1426,2007,0.009840564637633893,0.0006184506466842632,0.010459015284318156,0.0031079505922859694,0.0003663659041410566,0.0034743164964270257,May
Quadratic inequalities (visual explanation) | Algebra II | Khan Academy,2007-06-07,376392,1560,137,2007,0.004144615188420583,0.00036398223129078194,0.004508597419711365,0.0031567197309651657,0.00037040460173852626,0.003527124332703692,Jun
Basic Trigonometry,2007-08-13,2557145,21078,2034,2007,0.00824278638872649,0.0007954183278617365,0.009038204716588226,0.003352041897711567,0.0003888653807475813,0.0037409072784591484,Aug
Basic Trigonometry II,2007-08-14,657798,4523,391,2007,0.006875971042782131,0.0005944074016643407,0.0074703784444464716,0.003452341731646017,0.0003770731680584094,0.0038294148997044257,Aug
Radian and degree | Unit circle definition of trig functions | Trigonometry | Khan Academy,2007-08-14,881343,3270,305,2007,0.003710246748428251,0.0003460627701133384,0.004056309518541589,0.003448178564519389,0.0003755898633976595,0.003823768427917048,Aug
Using Trig Functions,2007-08-15,881064,3668,501,2007,0.004163148193547801,0.0005686306556617908,0.004731778849209592,0.003372334489421524,0.0003785846745379294,0.0037509191639594538,Aug
Using Trig Functions Part II,2007-08-15,356895,1146,165,2007,0.0032110284537469,0.0004623208506703652,0.0036733493044172655,0.0034106939407848804,0.0003884915254948564,0.0037991854662797362,Aug
Unit Circle Definition of Trig Functions,2007-08-20,913894,3865,367,2007,0.004229155678886173,0.00040157830120342183,0.004630733980089594,0.0034582654067241455,0.0003944647395013509,0.0038527301462254965,Aug
Graph of the sine function,2007-08-20,380785,1060,96,2007,0.0027837230983363314,0.00025211077117008287,0.0030358338695064143,0.003486012262734797,0.0003836649906170138,0.003869677253351811,Aug
Graphs of trig functions,2007-08-21,344246,1282,102,2007,0.0037240810350737553,0.0002962997391400336,0.004020380774213789,0.0035203551027740655,0.0003744207595794852,0.0038947758623535506,Aug
The unit circle definition of trigonometric function,2007-08-22,615347,1773,134,2007,0.0028813011195309313,0.00021776331078237157,0.0030990644303133027,0.0034360620527230283,0.00036394530366295975,0.0038000073563859873,Aug
Determining the equation of a trigonometric function,2007-08-22,236565,709,46,2007,0.0029970621182338892,0.00019444972840445543,0.0031915118466383447,0.0033441556940257385,0.00035293457282925246,0.0036970902668549905,Aug
Graphing trig functions,2007-08-22,1193733,5152,374,2007,0.004315872979971233,0.0003133028910149925,0.004629175870986226,0.0034327742472672175,0.0003633780025297522,0.00379615224979697,Aug
More trig graphs,2007-08-22,247883,761,55,2007,0.003069996732329365,0.0002218788702734758,0.003291875602602841,0.003477126985702722,0.00037077396487220137,0.003847900950574923,Aug
Order of operations,2007-08-30,162700,346,97,2007,0.0021266133988936693,0.0005961893054701905,0.00272280270436386,0.0034868346438327526,0.00038404304941200106,0.0038708776932447537,Aug
Return on capital | Finance & Capital Markets | Khan Academy,2007-08-30,207317,845,43,2007,0.004075883791488397,0.00020741183791006044,0.004283295629398457,0.00346398896021888,0.00037107729817278674,0.0038350662583916673,Aug
Mortgage-backed securities I | Finance & Capital Markets | Khan Academy,2007-08-31,700496,3901,242,2007,0.005568911171512756,0.00034546949590004796,0.005914380667412805,0.0035291450828355457,0.00037237640796351345,0.003901521490799059,Aug
Mortgage-backed securities II | Finance & Capital Markets | Khan Academy,2007-08-31,438524,2908,233,2007,0.006631336027218579,0.0005313278178617362,0.007162663845080315,0.0036314955653736635,0.00037422660291290224,0.004005722168286566,Aug
Order of operations II,2007-08-31,54037,140,33,2007,0.002590817402890612,0.0006106926735385014,0.0032015100764291133,0.0036306131944600253,0.00038304222554554106,0.0040136554200055664,Aug
Mortgage-backed securities III | Finance & Capital Markets | Khan Academy,2007-09-01,320927,1519,126,2007,0.004733163616648023,0.0003926126502288682,0.005125776266876891,0.0036897349400537684,0.0003804975475371461,0.004070232487590915,Sep
Collateralized debt obligation (CDO) | Finance & Capital Markets | Khan Academy,2007-09-01,554969,2165,171,2007,0.003901118801230339,0.0003081253187114956,0.004209244119941834,0.0037070047383394845,0.00037327890846882583,0.00408028364680831,Sep
Domain of a function | Functions and their graphs | Algebra II | Khan Academy,2007-09-15,1070064,1716,171,2007,0.0016036423989593145,0.0001598035257704212,0.0017634459247297357,0.0037336714556392855,0.0003754541597985642,0.00410912561543785,Sep
Introduction to limits 2 | Limits | Precalculus | Khan Academy,2007-09-30,2120609,8310,478,2007,0.003918685622856453,0.00022540694677802462,0.004144092569634478,0.0038209917380278265,0.0003766809933795578,0.004197672731407384,Sep
Limit examples (part 2) | Limits | Differential Calculus | Khan Academy,2007-09-30,1037790,3152,221,2007,0.0030372233303462164,0.0002129525241137417,0.003250175854459958,0.0038480637118747637,0.00037590867024205,0.004223972382116814,Sep
Limit examples (part 1) | Limits | Differential Calculus | Khan Academy,2007-09-30,1676258,5705,351,2007,0.003403414032923333,0.00020939497380474844,0.0036128090067280814,0.0038956873037275103,0.0003705714212942467,0.004266258725021757,Sep
Limit examples (part 3) | Limits | Differential Calculus | Khan Academy,2007-09-30,968539,3122,232,2007,0.003223411757296299,0.00023953604346340209,0.003462947800759701,0.003944876362591039,0.00037281625167113694,0.004317692614262176,Sep
Product rule | Taking derivatives | Differential Calculus | Khan Academy,2007-10-03,936683,4042,288,2007,0.004315227243368354,0.0003074679480678095,0.004622695191436163,0.004041557726337069,0.00037575228689425984,0.004417310013231328,Oct
Even More Chain Rule,2007-10-03,538804,2019,202,2007,0.003747188216865502,0.00037490441793305173,0.004122092634798554,0.004090008505805361,0.000364807557722675,0.004454816063528036,Oct
Chain Rule Examples,2007-10-03,820290,3447,350,2007,0.004202172402443039,0.00042667836984481097,0.0046288507722878494,0.0041172155975419174,0.0003665029625219836,0.004483718560063901,Oct
The Chain Rule,2007-10-03,1355752,6517,458,2007,0.004806926340510654,0.0003378198962642135,0.0051447462367748675,0.004202509632369975,0.00037108167471988575,0.004573591307089861,Oct
Calculus: Derivatives 2 | Taking derivatives | Differential Calculus | Khan Academy,2007-10-03,1270691,8069,752,2007,0.006350088259065343,0.0005918039869645728,0.006941892246029916,0.004086160419751023,0.0003701934527292295,0.004456353872480253,Oct
Calculus: Derivatives 1 | Taking derivatives | Differential Calculus | Khan Academy,2007-10-03,3387931,23820,1173,2007,0.007030839766217199,0.0003462290111575472,0.007377068777374746,0.004182367905677578,0.0003696016787247883,0.004551969584402366,Oct
Power rule introduction (old) | Taking derivatives | Differential Calculus | Khan Academy,2007-10-03,736494,3251,321,2007,0.004414156802363631,0.00043584876455205336,0.004850005566915685,0.004054746919465483,0.00035761602661446557,0.004412362946079948,Oct
Quotient rule and common derivatives | Taking derivatives | Differential Calculus | Khan Academy,2007-10-04,614612,2058,243,2007,0.003348453983976883,0.00039537138877861156,0.0037438253727554945,0.003937163017505308,0.00035098149285160793,0.004288144510356915,Oct
Derivatives (part 9),2007-10-04,333973,972,123,2007,0.0029104149137804554,0.0003682932452623416,0.0032787081590427967,0.003910501956350381,0.000351722508689908,0.0042622244650402895,Oct
The Indefinite Integral or Anti-derivative,2007-10-19,855757,2465,287,2007,0.002880490606562377,0.0003353755797498589,0.003215866186312236,0.0038677467034508666,0.0003439473394928436,0.00421169404294371,Oct
Indefinite integrals (part II),2007-10-19,593674,1930,183,2007,0.0032509424364213354,0.00030824998231352563,0.003559192418734861,0.0038690771695400143,0.000338811643880949,0.004207888813420963,Oct
Indefinite Integration (part III),2007-10-19,457707,1140,122,2007,0.0024906763497171774,0.0002665460654960488,0.002757222415213226,0.003811127858567715,0.0003343105693573699,0.004145438427925085,Oct
Indefinite Integration (part IV),2007-10-19,361698,907,126,2007,0.0025076168516276007,0.0003483569165436358,0.0028559737681712366,0.0038019243170107574,0.00033751877420315496,0.004139443091213913,Oct
Introduction to definite integrals,2007-10-19,588607,1337,137,2007,0.0022714646614804103,0.00023275292342768604,0.0025042175849080968,0.003753503771224312,0.0003354005470127434,0.004088904318237056,Oct
Definite integrals (part II),2007-10-19,335955,714,95,2007,0.0021252846363352235,0.0002827759670193925,0.002408060603354616,0.003728303221784455,0.0003375676355539774,0.004065870857338433,Oct
Definite Integrals (area under a curve) (part III),2007-10-19,319113,787,115,2007,0.0024662110286951646,0.000360373911435761,0.0028265849401309254,0.003710608185466498,0.0003430984416550209,0.0040537066271215194,Oct
Indefinite Integration (part V),2007-10-21,298877,815,94,2007,0.002726874266002402,0.0003145106515389274,0.0030413849175413296,0.003657641561667537,0.00034313870033915206,0.004000780262006689,Oct
Integration by Parts (part 6 of Indefinite Integration),2007-10-21,507684,1289,158,2007,0.002538980940900245,0.0003112172138574389,0.002850198154757684,0.003639941035286566,0.00034611664512528424,0.0039860576804118504,Oct
Indefinite Integration (part 7),2007-10-21,234226,691,100,2007,0.002950142170382451,0.00042693808543884965,0.003377080255821301,0.003667391994336192,0.00034047493779090613,0.004007866932127098,Oct
Definite Integrals (part 5),2007-10-22,182417,447,60,2007,0.002450429510407473,0.0003289167128063722,0.0027793462232138452,0.0036132101849668283,0.00034452510028744993,0.003957735285254278,Oct
Definite Integrals (part 4),2007-10-22,222812,510,50,2007,0.0022889251925390015,0.00022440443064107858,0.00251332962318008,0.0035038773190010364,0.0003404895981121509,0.003844366917113187,Oct
Introduction to rate-of-change problems,2007-10-23,389823,1072,94,2007,0.0027499660102148923,0.00024113507925391781,0.0029911010894688103,0.003374498318434247,0.0003308165068252236,0.0037053148252594705,Oct
Rates-of-change (part 2),2007-10-26,165129,404,38,2007,0.0024465720739543025,0.00023012311586698885,0.0026766951898212913,0.0033696901408030366,0.0003181308549028399,0.0036878209957058763,Oct
Trigonometric Identities,2007-10-27,885694,3155,328,2007,0.0035621783595688804,0.0003703310624211071,0.003932509421989988,0.0033306572989003982,0.00031738813530924785,0.003648045434209646,Oct
Proof: sin(a+b)  = (cos a)(sin b) + (sin a)(cos b),2007-10-27,360598,1174,134,2007,0.003255703026639083,0.0003716049451189413,0.003627307971758024,0.0033091434397473562,0.00031950412285616266,0.0036286475626035194,Oct
Proof: cos(a+b) = (cos a)(cos b)-(sin a)(sin b),2007-10-28,224563,919,66,2007,0.004092392780645075,0.0002939041605251088,0.004386296941170184,0.0033921017858035483,0.0003239741440146523,0.003716075929818201,Oct
Trig identities part 2 (part 4 if you watch the proofs) | Trigonometry | Khan Academy,2007-10-28,339345,730,66,2007,0.002151203052940223,0.00019449233081377359,0.0023456953837539965,0.003333185700139674,0.0003229436568158439,0.003656129356955518,Oct
Trig identities part 3 (part 5 if you watch the proofs) | Trigonometry | Khan Academy,2007-10-28,184580,453,49,2007,0.0024542203922418462,0.0002654675479466898,0.002719687940188536,0.0033137522688695283,0.0003246941576102755,0.003638446426479804,Oct
Trigonometry word problems (part 1),2007-11-03,237810,635,79,2007,0.0026701988982801394,0.0003321979731718599,0.0030023968714519996,0.003289311764381422,0.00032878759092251256,0.0036180993553039348,Nov
Trigonometry word problems (part 2),2007-11-03,94775,191,42,2007,0.0020152993932999208,0.00044315484041150094,0.002458454233711422,0.0032490413522482096,0.00033557488415411586,0.0035846162364023258,Nov
Proof of the law of cosines | Trig identities and examples | Trigonometry | Khan Academy,2007-11-05,566534,2440,255,2007,0.004306890672051457,0.000450105377611935,0.004756996049663392,0.003248763466537646,0.00034032946513892006,0.003589092931676566,Nov
Angle game (part 2) | Angles and intersecting lines | Geometry | Khan Academy,2007-11-10,109432,247,43,2007,0.0022571094378244024,0.0003929380802690255,0.002650047518093428,0.003199094173902943,0.00034093058721678586,0.0035400247611197286,Nov
The angle game | Angles and intersecting lines | Geometry | Khan Academy,2007-11-10,236592,450,66,2007,0.001902008520998174,0.00027896124974639884,0.002180969770744573,0.0031224220445214474,0.00033600668321350543,0.003458428727734953,Nov
Angles (part 3) | Angles and intersecting lines | Geometry | Khan Academy,2007-11-10,186739,389,44,2007,0.0020831213619008347,0.00023562298180883478,0.00231874434370967,0.0030316285452344537,0.00033260011939832614,0.0033642286646327793,Nov
Introduction to angles (old) | Angles and intersecting lines | Geometry | Khan Academy,2007-11-10,372144,528,81,2007,0.0014188056236295627,0.00021765768089771701,0.0016364633045272798,0.002867252457386594,0.0003201285758627643,0.0031873810332493585,Nov
Angles of parallel lines,2007-11-10,41157,65,37,2007,0.0015793182204728235,0.000898996525499915,0.0024783147459727386,0.0026855350725284483,0.00033855415967417647,0.003024089232202625,Nov
Angles (part 2) | Angles and intersecting lines | Geometry | Khan Academy,2007-11-10,212071,348,37,2007,0.001640959867214282,0.00017446987093944953,0.0018154297381537316,0.0025930951746901366,0.00032984152988708976,0.002922936704577226,Nov
Similar triangles (part 2) | Similarity | Geometry | Khan Academy,2007-11-11,173708,793,95,2007,0.004565132290971055,0.0005468947889561794,0.005112027079927234,0.002633651118256609,0.00033489230989300865,0.0029685434281496175,Nov
Similar triangles | Similarity | Geometry | Khan Academy,2007-11-11,682353,3678,359,2007,0.005390171949123108,0.0005261206442999445,0.005916292593423052,0.002716309686101364,0.0003401532231942621,0.003056462909295626,Nov
Proof: log a + log b = log ab | Logarithms | Algebra II | Khan Academy,2007-11-11,379458,1003,77,2007,0.0026432437845558664,0.00020292100838564478,0.0028461647929415115,0.0027084014587011474,0.00033573807081545493,0.0030441395295166024,Nov
"Proof: a log b = log(b^a), log a - log b = log(a/b) | Logarithms | Algebra II | Khan Academy",2007-11-11,217144,416,38,2007,0.001915779390634786,0.00017499907895221603,0.0020907784695870023,0.0026638960238415956,0.00033129637403674463,0.00299519239787834,Nov
Proof: log_a (B) = (log_x (B))/(log_x (A)),2007-11-11,76951,280,22,2007,0.003638679159465114,0.00028589621967225895,0.003924575379137373,0.0027021627841665266,0.00033194137917595164,0.003034104163342478,Nov
Introduction to logarithm properties | Logarithms | Algebra II | Khan Academy,2007-11-15,1506954,5588,360,2007,0.003708142385235382,0.00023889249439598023,0.003947034879631362,0.0027421803019534526,0.00032829256510436315,0.003070472867057816,Nov
Introduction to logarithm properties (part 2) | Logarithms | Algebra II | Khan Academy,2007-11-15,797776,2980,248,2007,0.003735384368544554,0.00031086420248290246,0.004046248571027456,0.0027909776255222577,0.00033089627440620366,0.003121873899928461,Nov
Functions (part 4),2007-11-22,247867,644,49,2007,0.002598167565670299,0.00019768666260534885,0.002795854228275648,0.0028067403898334267,0.00032805996425906887,0.003134800354092496,Nov
Test 3 Section 2 Part 5,2007-11-23,11030,32,3,2007,0.002901178603807797,0.00027198549410698095,0.003173164097914778,0.002821239309003848,0.0003251136836814429,0.0031463529926852906,Nov
Proof: Law of sines | Trig identities and examples | Trigonometry | Khan Academy,2007-12-08,488627,1687,113,2007,0.0034525312764132968,0.00023126024554517044,0.0036837915219584674,0.002845427876017544,0.0003223386701483177,0.003167766546165862,Dec
Navigation Word Problem,2007-12-08,161022,564,54,2007,0.0035026269702276708,0.000335357901404777,0.0038379848716324477,0.0028775494103284584,0.0003231433597332289,0.0032006927700616874,Dec
Ferris Wheel Trig Problem,2007-12-08,325742,980,59,2007,0.003008515942064579,0.000181124939369194,0.003189640881433773,0.002879495202717863,0.0003149495881975738,0.0031944447909154363,Dec
Ferris Wheel Trig Problem (part 2),2007-12-08,75138,203,34,2007,0.0027016955468604433,0.0004525007319864782,0.003154196278846922,0.002887870737266295,0.00031906905550357727,0.003206939792769872,Dec
Newton's Laws Examples (part 2),2008-02-07,67930,140,26,2008,0.0020609450905343736,0.0003827469453849551,0.0024436920359193286,0.0028802714005328072,0.00032434713932837317,0.0032046185398611807,Feb
Newton's Laws Problems (part 1),2008-02-07,133065,425,37,2008,0.003193927779656559,0.0002780595949348063,0.003471987374591365,0.002895070126180863,0.00032557795651773613,0.003220648082698599,Feb
