Title,Published_date,Views,Likes,Comments,Month
Time Traveler from Year 2256 | Science behind the Mystery | Dhruv Rathee,2022-03-16,23945913,769019,31356,Mar
Why Kejriwal & Adityanath Won? | Elections 2022 Result Analysis | Dhruv Rathee,2022-03-12,5356349,249932,27958,Mar
Russian Economy is now Permanently Destroyed! | Ukraine vs Russia | Dhruv Rathee,2022-03-11,4818249,233684,11349,Mar
Was Nehru a Womanizer? | Reality of Nehru | Dhruv Rathee,2022-03-04,6502677,346149,24041,Mar
Russia Ukraine Latest Update | Battle of Kharkiv | Indian Students Stuck | Dhruv Rathee,2022-03-03,4268984,294536,15162,Mar
The Shocking Story of Zelensky | Russia Ukraine Invasion Update  | Dhruv Rathee,2022-02-26,5348421,313307,14506,Feb
Putin Invades Ukraine! | Russia Ukraine Crisis Explained | Dhruv Rathee ft. @mohak_mangal,2022-02-24,8174815,408971,15624,Feb
Business Model of Uber | How Uber earns Money? | Dhruv Rathee,2022-02-23,2195232,88152,3580,Feb
The Bermuda Triangle Mystery | What is the Secret? | Dhruv Rathee,2022-02-21,25099163,711875,13170,Feb
Canada declares Emergency! | Freedom Convoy Protests | Dhruv Rathee,2022-02-16,2263026,116192,6446,Feb
World’s First Flying Car Invented in Slovakia! | How it works? | Dhruv Rathee,2022-02-12,3490455,119775,3759,Feb
The Hijab Controversy | Who is Right? | Karnataka | Dhruv Rathee,2022-02-10,7833867,449228,66584,Feb
How Jeff Bezos made Amazon a $1.6 Trillion company? | Business Model of Amazon | Dhruv Rathee,2022-02-07,4013206,146313,4772,Feb
Why World War 1 happened? | The Real Reason | Dhruv Rathee,2022-02-05,15137741,425880,10055,Feb
Budget 2022 Analysis | What did Middle Class Get? | Pros and Cons | Dhruv Rathee,2022-02-02,2392356,160247,8341,Feb
Biggest Mystery in Aviation | What happened to MH370 Flight? | Dhruv Rathee,2022-01-31,20809010,620144,15504,Jan
RRB NTPC Protest | Khan Sir Responsible? | Explained by Dhruv Rathee,2022-01-29,7537863,415467,15739,Jan
Netaji Bose vs Gandhi | The Left & Right Wing of Congress Party | Dhruv Rathee,2022-01-23,3596394,164137,9246,Jan
How Metaverse Works? | Secrets of Metaverse | Explained in Hindi | Dhruv Rathee,2022-01-20,3620841,155485,8383,Jan
Third Wave of Omicron | The End of COVID? | Latest Update India | Dhruv Rathee,2022-01-18,2772248,148914,4685,Jan
How WhatsApp earns Money? | Secret Business Model of WhatsApp | Dhruv Rathee,2022-01-16,6348670,200679,4580,Jan
James Webb Space Telescope | Can it Time Travel? | Big Bang | Dhruv Rathee,2022-01-08,6690480,306403,7885,Jan
Bulli Bai App | What is Root Cause of Radicalisation? | Sulli Deals | Dhruv Rathee,2022-01-07,2994675,196737,12934,Jan
Bhopal Gas Tragedy | Who was Responsible? | Dhruv Rathee,2022-01-03,9667066,363537,7511,Jan
Why are Doctors Protesting? | Doctors Protest Explained | NEET PG 2021 | Dhruv Rathee,2021-12-29,1586155,120800,5725,Dec
How Banks Earn Money? | Business Model of Banks | Dhruv Rathee,2021-12-28,5143236,186780,6945,Dec
Marriage Age for Women at 21yrs | Good or Bad? | Dhruv Rathee,2021-12-26,3096497,159050,10769,Dec
Ukraine vs Russia Crisis | Danger of WW3? | Dhruv Rathee,2021-12-24,4902595,231922,8488,Dec
How English became World's Most Powerful Language? | Dhruv Rathee,2021-12-22,3670372,159332,5502,Dec
North Korea Bans Laughing! | Kim Jong Un | Dhruv Rathee,2021-12-19,10246203,344985,12029,Dec
Should Bitcoin be Banned in India? | Crypto Bill 2021 | Dhruv Rathee,2021-12-16,1092977,56757,2620,Dec
CDS Bipin Rawat Helicopter Crash | The Real Reason | Dhruv Rathee,2021-12-12,6146312,237154,7302,Dec
Brain Drain | Indian CEOs of American Companies | Dhruv Rathee,2021-12-10,4867831,232912,10068,Dec
"Carryminati, Munawar Faruqui and Kunal Kamra Controversy | Hinduphobia in Comedy | Dhruv Rathee",2021-12-07,10380107,675333,55121,Dec
The Problem in Indian Society that No One talks about | Dhruv Rathee,2021-12-05,3215398,193767,11298,Dec
The Secret Business Model of Tesla | How Tesla earns Money? | Elon Musk | Dhruv Rathee,2021-12-02,3940099,145137,3469,Dec
Omicron Virus Variant | Is it Dangerous? | Coronavirus India | Dhruv Rathee,2021-12-01,3467476,184601,6808,Dec
"PayTM, GooglePay and UPI Scam | How Scammers fool you? | Dhruv Rathee",2021-11-30,3089161,157037,10894,Nov
China becomes Worlds Richest Country | Evergrande Crisis | Dhruv Rathee,2021-11-27,3341762,139460,5974,Nov
What if Nepotism Tax exists? | How Inheritance Tax Works | Dhruv Rathee,2021-11-22,1232783,60016,4440,Nov
Farm Laws Repealed | Victory for Farmers Protest? | Dhruv Rathee,2021-11-20,2182704,170606,9920,Nov
Vir Das Controversy | Was it Insulting India? | Two Indias | Dhruv Rathee,2021-11-19,2606906,189727,15171,Nov
Refugee Crisis in Europe Again? | Poland vs Belarus Border | Dhruv Rathee,2021-11-16,1322750,75862,3712,Nov
Pan Masala Mafia | How Surrogate Ads work? | Dhruv Rathee,2021-11-15,6839324,318882,13583,Nov
Padma Awards | Kangana Ranaut Controversy | Who selects Winners? | Dhruv Rathee,2021-11-13,4767602,288018,18469,Nov
The T20 Cricket World Cup EXPOSED! | Game of Money | Dhruv Rathee,2021-11-09,5395530,227701,7331,Nov
Virat Kohli Controversy | Fabindia and CEAT Boycotts | Dhruv Rathee,2021-11-05,3580112,252170,19215,Nov
"Swami Vivekananda vs Andh Vishwas, Astrology and Cow Worship | Dhruv Rathee",2021-11-01,3684202,187130,17417,Nov
Facebook Papers | How Algorithms promoted Polarization and Hatred | Dhruv Rathee,2021-10-28,2154633,124465,5798,Oct
Dark Side of Stock Market | How Stock Market Manipulation works? | Insider Trading | Dhruv Rathee,2021-10-27,6443329,236896,6615,Oct
Aryan Khan Bail Granted | Sameer Wankhede Twist | Dhruv Rathee,2021-10-26,3347432,167641,10409,Oct
6 Million Special Q&A | Who is Dhruv Rathee? | All Questions Answered!,2021-10-25,4827311,228666,9225,Oct
Bangladesh Durga Puja and Singhu Border Case | Dhruv Rathee,2021-10-20,2088943,148894,20395,Oct
Why Air India failed? | Case Study of Air India | JRD Tata | Dhruv Rathee,2021-10-16,5277895,159530,6044,Oct
Coal Shortage in India | Electricity Crisis | Dhruv Rathee,2021-10-12,2249473,146843,7394,Oct
Lakhimpur Kheri Case | The Full Story | Ashish Mishra Arrest | Dhruv Rathee,2021-10-11,1580509,112701,6004,Oct
Pandora Papers Explained | Money Trail of Super Rich People | Dhruv Rathee,2021-10-10,2204556,102116,3209,Oct
Aryan Khan Arrest | Political Agenda against SRK? | Dhruv Rathee,2021-10-09,6341554,341426,24649,Oct
What if Internet Crashes in the Whole World? | Dhruv Rathee,2021-10-08,1799980,93913,2221,Oct
Farmers in Lakhimpur and Aryan Khan Case | Dhruv Rathee,2021-10-04,3115090,273338,17880,Oct
How to Win the Olympics? | Ground Report at Ravi Dahiya's Village | Dhruv Rathee,2021-10-03,859862,59460,2168,Oct
Did Mahatma Gandhi try to save Bhagat Singh? | Gandhi Jayanti Special | Dhruv Rathee,2021-10-02,5295326,227385,10308,Oct
What is Quad? । PM Modi in America । Quad vs China । Dhruv Rathee,2021-09-28,1621675,96766,4143,Sep
How Rwanda became No.1 Country of Africa | Ground Report by Dhruv Rathee,2021-09-27,1958721,79443,3174,Sep
Indira Gandhi's Emergency | Why it happened? | The Real Story | Dhruv Rathee,2021-09-25,11143293,350197,13910,Sep
The 9/11 Attacks | What actually happened? | America | Dhruv Rathee,2021-09-19,16076292,531377,16931,Sep
The Secret Organization Cleaning India | Ep.3 Gems of India | Dhruv Rathee,2021-09-18,1177739,88528,3991,Sep
What if India has 0% Income Tax? | Dhruv Rathee,2021-09-15,4112728,178501,10643,Sep
Petrol Price Rise | What are Oil Bonds? | Dhruv Rathee,2021-09-09,2484066,199369,14848,Sep
Reality of Savarkar and Subash Chandra Bose | Partition 1947 | Dhruv Rathee,2021-09-01,4907161,180466,19414,Sep
"What is Socialism? | Ideologies of Gandhi, Nehru and Bhagat Singh | Dhruv Rathee",2021-08-29,2225051,98232,6338,Aug
World's Most Expensive Currency | Dhruv Rathee,2021-08-26,9342722,293035,7640,Aug
Pakistan's Role in Taliban | Good Taliban vs Bad Taliban | Dhruv Rathee ft. @mohak_mangal,2021-08-20,2668559,136486,13790,Aug
Taliban Takeover Afghanistan | Fall of Kabul | Why it happened? | Dhruv Rathee,2021-08-17,7201595,366055,26663,Aug
Partition 1947 । Why it happened? | India and Pakistan | Dhruv Rathee,2021-08-15,7464813,312106,16649,Aug
Kargil War | Why it happened? | Real Story of Vikram Batra | Shershaah | Dhruv Rathee,2021-08-13,12517551,521073,21752,Aug
India's Best School? | Ep.2 Gems of India | Dhruv Rathee,2021-08-09,3492932,203207,8712,Aug
Indian Hockey Comeback | Why did Hockey lose popularity to Cricket? | Tokyo Olympics | Dhruv Rathee,2021-08-05,1587014,97975,5785,Aug
Assam Mizoram Border Issue | History of Mizoram | Assam CM | Dhruv Rathee ft @mohak_mangal,2021-08-03,1266229,75340,5371,Aug
Rise of Taliban | Afghanistan Crisis Continued | US Troops Return | Dhruv Rathee,2021-07-30,9539404,359759,24039,Jul
Mirabai Chanu | The Real Struggler | Tokyo Olympics 2021 | Inspiring | Dhruv Rathee,2021-07-27,1257952,105219,5129,Jul
Pegasus Spyware | How Pegasus hacks your phone? | Israel NSO | Dhruv Rathee,2021-07-25,2716146,167979,11209,Jul
How Credit Cards Work? Should I own a Credit Card? | Dhruv Rathee,2021-07-22,4950277,199792,5680,Jul
Space Tourism | Jeff Bezos vs Richard Branson vs Elon Musk | Dhruv Rathee,2021-07-20,2234193,118066,4833,Jul
Afghanistan Crisis | History of Taliban | US Troop Return | Explained by Dhruv Rathee,2021-07-19,5167733,226849,13332,Jul
Planting 3 Lakh Trees! | Treeman of Haryana | Ep.1 Gems of India | Dhruv Rathee,2021-07-17,1603266,122084,8207,Jul
Rabindranath Tagore | How a School Drop-Out Won the Nobel Prize | Dhruv Rathee,2021-07-16,2556450,118501,6981,Jul
Reality of Love J**** | Dhruv Rathee,2021-07-11,3246423,210095,19510,Jul
Cabinet Reshuffle of Modi Government | Good or Bad? | New Cabinet Ministers | Dhruv Rathee,2021-07-08,1896060,136626,9312,Jul
Why this African Country is special? | Dhruv Rathee,2021-07-06,728983,43031,3366,Jul
Extreme Heatwave in Canada | 50°C Temperature | Climate Change | Dhruv Rathee,2021-07-04,3328828,149152,6828,Jul
Third Wave of Coronavirus | Delta Plus Variant in India | Dhruv Rathee,2021-07-02,2205713,123436,6019,Jul
Swami Vivekananda | How Naren became a Monk! | Dhruv Rathee,2021-06-27,3037013,156549,16286,Jun
Twitter vs Modi Govt | Ravi Shankar Prasad Twitter Ban | Dhruv Rathee,2021-06-26,1148800,98531,11514,Jun
The Fall of Berlin Wall | Akhand Germany Unification | Ground Report by Dhruv Rathee,2021-06-25,4392723,153132,5673,Jun
Buxwaha Forest Diamond Mine | The Full Story | Madhya Pradesh | Dhruv Rathee,2021-06-23,1914057,140685,8963,Jun
Baba Ka Dhaba | What We Can Learn | The Full Story | Dhruv Rathee,2021-06-20,2968384,278698,16246,Jun
Sushant Singh Rajput | Real Solution of Nepotism | One Year Later | Dhruv Rathee,2021-06-14,4723946,306514,15881,Jun
Mystery of Mehul Choksi | Uncle of Nirav Modi | Explained by Dhruv Rathee,2021-06-10,1049301,60865,2794,Jun
The Problem with GDP | How India's GDP works? | Dhruv Rathee,2021-06-06,1811265,119336,9795,Jun
What is Dogecoin? | Bitcoin vs Dogecoin | Explained by Dhruv Rathee,2021-06-04,1771056,78174,5535,Jun
What if $1 = ₹1 happens? | Dollar vs Rupee Devaluation | Dhruv Rathee,2021-05-31,8125097,365115,17167,May
Dominos & Air India Data Leaked! | How to Protect your Data? | Dhruv Rathee,2021-05-29,1148836,72609,4498,May
Lakshadweep in Danger | What is happening? | Praful Patel | Dhruv Rathee,2021-05-26,4082255,326182,36566,May
Black Fungus | White Fungus | Yellow Fungus | Symptoms & Treatment | Dhruv Rathee,2021-05-25,1798245,109656,5783,May
Can Israel Palestine Unite? | One State Solution vs Two State Solution | Ceasefire | Dhruv Rathee,2021-05-23,1176082,67469,10040,May
Raja Ram Mohan Roy | The First Indian Liberal | Dhruv Rathee,2021-05-22,2613787,173500,18516,May
Is Akhand Bharat Possible? | Sardar Patel | Dhruv Rathee,2021-05-20,5424058,335874,52570,May
Israel Palestine Conflict: 1000 year History | Jerusalem | Gaza | West Bank |  Dhruv Rathee,2021-05-16,11907820,375833,46734,May
Israel Palestine Conflict Explained | Al-Aqsa Mosque | Jerusalem | Gaza | Dhruv Rathee,2021-05-14,7164781,341293,43470,May
How America became the No.1 Superpower? | Reality of USA | Dhruv Rathee,2021-05-13,6014835,281054,14690,May
What is Blockchain? How Elections on Blockchain work? | Bitcoin | Dhruv Rathee,2021-05-10,2213948,113243,5938,May
Which is the Best Vaccine? Covaxin vs Covishield | Dhruv Rathee,2021-05-06,4048987,152626,10611,May
Kangana Ranaut Twitter Suspension & West Bengal Violence | Dhruv Rathee,2021-05-04,3093731,262088,19777,May
Mamata Banerjee Wins | West Bengal Results | COVID Crisis | Dhruv Rathee,2021-05-03,4439780,269685,20872,May
World Helps India | COVID Latest Updates | International Response | Dhruv Rathee,2021-04-28,2697056,243762,18318,Apr
COVID Home Treatment | Oxygen Procedure | Remdesivir vs Other Medicines | Dhruv Rathee,2021-04-24,2336876,190822,8709,Apr
Reality of COVID Crisis | Oxygen Shortage | Remdesivir Black Marketing | Dhruv Rathee,2021-04-23,2755441,211400,17075,Apr
How Hitler Brainwashed Millions of People? | Rise of Adolf Hitler | Dhruv Rathee,2021-04-20,9281722,434669,27815,Apr
The Silent Killer of Immunity | Indoor Pollution | Dhruv Rathee,2021-04-19,1008754,72418,3306,Apr
"Should All Exams be Cancelled? | 10th Board, 12th Board CBSE | Dhruv Rathee",2021-04-15,1246247,97755,11165,Apr
Ambedkar vs Gandhi | Who was right about Casteism? | Dhruv Rathee,2021-04-14,6745731,415633,30644,Apr
Common Man vs Politicians | COVID Rules | Dhruv Rathee,2021-04-13,1502957,207631,9687,Apr
Are Coronavirus Vaccines Safe? | Blood Clotting Side Effects | Dhruv Rathee,2021-04-12,4338898,210910,17956,Apr
Will Capitalism destroy the World? | The Power of Money | Dhruv Rathee,2021-04-10,1372519,94221,6992,Apr
5 Million Special | New Series Teaser | Dhruv Rathee,2021-04-07,1121284,142836,11797,Apr
Second Wave of Coronavirus in India | Lockdown COVID-19 in Maharashtra | Dhruv Rathee,2021-04-01,2277930,146100,12597,Apr
Suez Canal | How will Blocked Ship get out? | Dhruv Rathee,2021-03-28,4364671,213681,6171,Mar
Delhi Govt vs LG Issue | GNCTD Bill | Arvind Kejriwal | Dhruv Rathee,2021-03-26,1641471,146855,13421,Mar
The Truth about Bhagat Singh | Dhruv Rathee,2021-03-23,4494302,266316,15350,Mar
World Happiness Report 2021 | Pakistan happier than India? | Dhruv Rathee,2021-03-21,1842851,112062,12032,Mar
What is Capitalism? | How does Money make Money? | Dhruv Rathee,2021-03-18,2756541,136309,6066,Mar
Myanmar is now a Dictatorship! What can we do? | Dhruv Rathee,2021-03-16,1384468,90986,6341,Mar
Is India a Partly Free Country now? | Analysis by Dhruv Rathee,2021-03-09,1218125,100621,10968,Mar
"Will Facebook, Twitter, Instagram be banned in India? | OTT Rules 2021 | Explained by Dhruv Rathee",2021-03-05,1878423,147501,12706,Mar
Is Dhruv Rathee Biased?,2021-03-02,815537,61815,3901,Mar
What is Communism? | Success and Failures of Communism | Dhruv Rathee,2021-02-28,4935817,230923,15188,Feb
Modi Rojgar Do | SSC Exam and Job Vacancies | Dhruv Rathee,2021-02-25,1857212,219732,16730,Feb
Electric Cars in India | Can you buy a Tesla? | Analysis by Dhruv Rathee,2021-02-23,1305865,89784,7116,Feb
Why is Petrol Price at 100 Rupees? | Explained by Dhruv Rathee,2021-02-20,3332687,237420,17203,Feb
The Mystery of Anglo Indians | Dhruv Rathee,2021-02-18,2668344,131689,9873,Feb
Dhruv Rathee Exposed by Dhruv Rathee,2021-02-15,5699784,358528,43137,Feb
Uttarakhand Glacier Burst | What is GLOF? | Dhruv Rathee,2021-02-10,1719515,131142,8000,Feb
Rihanna Tweet on Farmers Protest | Greta Thunberg | Dhruv Rathee,2021-02-04,3644336,387387,53630,Feb
Budget 2021 Full Analysis | Dhruv Rathee,2021-02-03,1831839,128467,7959,Feb
Russia Anti-Putin Protests Explained | Alexei Navalny | Dhruv Rathee,2021-01-30,1675996,118653,8680,Jan
Farmers Protest & Red Fort Incident | Deep Sidhu | Rakesh Tikait | Ghazipur Border | Dhruv Rathee,2021-01-28,2589782,235090,30372,Jan
"MLM Scams, Network Marketing and Pyramid Schemes | Dhruv Rathee",2021-01-25,3357230,194598,25695,Jan
Arnab Goswami Response to WhatsApp Chat Leak | Dhruv Rathee,2021-01-23,1890325,167244,13369,Jan
How Elon Musk became World's Richest Man? | Dhruv Rathee,2021-01-21,3774436,199107,6419,Jan
Arnab Goswami WhatsApp Chat Leak | Explained by Dhruv Rathee,2021-01-17,3158014,274134,20445,Jan
"What are Bitcoin Alternatives? | Ethereum, Ripple, Litecoin Cryptocurrency Explained | Dhruv Rathee",2021-01-16,2064790,83333,10302,Jan
WhatsApp Privacy Policy Update Explained! | Dhruv Rathee | WhatsApp vs Telegram vs Signal,2021-01-14,2653810,187210,8580,Jan
Chinese Billionaire Jack Ma Missing! | Dhruv Rathee,2021-01-10,2323024,144437,5983,Jan
Donald Trump & US Capitol Incident | Explained by Dhruv Rathee,2021-01-08,1233653,105624,6270,Jan
The Covaxin Controversy | Explained by Dhruv Rathee,2021-01-03,6452450,362545,5732,Jan
Goa Mollem Protests: The Fight Against Coal | Dhruv Rathee,2021-01-02,787870,82822,4700,Jan
Did Caste Reservations destroy India? | Dhruv Rathee ft. @mohak_mangal,2020-12-29,2552461,172025,25287,Dec
Dangerous Mutation? New Strain of Coronavirus | Explained by Dhruv Rathee,2020-12-24,1814312,149924,6787,Dec
India's New Parliament Building | Central Vista Project | Dhruv Rathee,2020-12-22,3120837,172292,18831,Dec
Reality of W********* | Dhruv Rathee,2020-12-14,3196287,244304,17682,Dec
Farmers Protest Update | Dhruv Rathee,2020-12-11,1785592,134788,10197,Dec
Bitcoin kya hai? How Bitcoin works and why is it so popular? | Dhruv Rathee,2020-12-05,3909518,170053,10660,Dec
Farmers Protest in Delhi | Explained by Dhruv Rathee,2020-12-01,2277245,226155,20286,Dec
Which Indian State has Best Nutrition? | Dhruv Rathee,2020-11-27,1718593,95073,7536,Nov
COVID-19 Vaccine Update | Dhruv Rathee,2020-11-24,1320295,101810,5252,Nov
Can Indian Banks Revive from NPA Crisis? | Dhruv Rathee,2020-11-21,835898,54917,2541,Nov
The Danger of OTT Regulation | Dhruv Rathee,2020-11-19,1174843,69673,6805,Nov
How Joe Biden Won? | US Elections Analysis by Dhruv Rathee,2020-11-08,2024659,161462,10341,Nov
Arnab Goswami Arrest! | Explained by Dhruv Rathee,2020-11-05,3449388,318250,38998,Nov
France Incidents and Blasphemy | Dhruv Rathee,2020-11-01,2352699,146311,41151,Nov
Is Bangladesh better than India now? | Dhruv Rathee,2020-10-30,2487448,156797,24595,Oct
Reality of Caste Reservation | Dhruv Rathee ft. @mohak_mangal,2020-10-27,3488150,216541,26417,Oct
Harsh Truth behind Billionaire Scams | Dhruv Rathee,2020-10-22,2358917,119879,4589,Oct
IPL 2020: Data Science of Winning | Dhruv Rathee,2020-10-16,1706889,116403,8762,Oct
TRP Jumla of Republic TV | Dhruv Rathee,2020-10-11,1944132,189107,17725,Oct
Armenia vs Azerbaijan | Explained by Dhruv Rathee,2020-10-07,2079460,115632,14273,Oct
Hathras Coverup | Explained by Dhruv Rathee,2020-10-03,4761044,430183,32322,Oct
Truth behind your Whatsapp Data  | Dhruv Rathee,2020-10-01,2140896,164896,9078,Oct
How Farmers Bills passed Rajya Sabha! | Dhruv Rathee,2020-09-24,2469086,219296,16188,Sep
Why are Farmers Protesting? | Farm Laws Explained | Dhruv Rathee,2020-09-16,3878866,298059,19320,Sep
"Kangana Ranaut, BMC and Rhea Controversy | Dhruv Rathee",2020-09-11,4999216,485035,50459,Sep
GDP Crash and PUBG Ban | By Dhruv Rathee,2020-09-06,2458886,297087,27034,Sep
How to start a Youtube Channel and Earn Money? | By Dhruv Rathee,2020-09-03,7138540,330815,12676,Sep
Prashant Bhushan Case | Interview with Dhruv Rathee,2020-09-02,1376679,110511,7057,Sep
How Belarus is overthrowing their Dictator! |  Dhruv Rathee,2020-08-23,1024195,71810,7025,Aug
Why Postpone JEE & NEET Exams? | Dhruv Rathee,2020-08-20,1274358,163354,18665,Aug
Bangalore Violence 2020 | Explained by Dhruv Rathee,2020-08-16,1625133,123292,24208,Aug
Lebanon Crisis: Entire Govt Resigns | Explained by Dhruv Rathee,2020-08-13,1374952,95896,7461,Aug
World's Most Expensive Country | Ground Report by Dhruv Rathee,2020-08-11,3686591,182371,9700,Aug
Article 370: One Year Later | Dhruv Rathee ft. Angry Prash,2020-08-05,2238894,184441,28253,Aug
The Story of Dr. Kafeel Khan | Explained by Dhruv Rathee,2020-08-03,2540335,263475,22963,Aug
New Education Policy | Analysis by Dhruv Rathee,2020-07-31,3237918,260012,19467,Jul
Why Assam Floods Every Year? | Assam Floods 2022 | Dhruv Rathee,2020-07-26,1144864,85045,6725,Jul
Gunjan Saxena: Reality of Women in Armies | Dhruv Rathee | Netflix India,2020-07-23,1177865,88122,9166,Jul
Rajasthan Crisis: Pilot vs Gehlot | Explained by Dhruv Rathee,2020-07-20,1464399,95207,7860,Jul
Launching a New Channel | Dhruv Rathee,2020-07-18,1476733,148634,11698,Jul
Turkey's Hagia Sophia and Erdogan | Dhruv Rathee,2020-07-15,3633253,187168,48918,Jul
How EIA 2020 will Damage India! | Dhruv Rathee,2020-07-13,1628960,128058,8368,Jul
Reality of COVID-19 Vaccine | Dhruv Rathee,2020-07-07,2023732,151017,9552,Jul
COVID-19 Impact on Education | Dhruv Rathee,2020-07-04,1212225,88683,8383,Jul
TikTok Ban and Hong Kong Situation | Dhruv Rathee,2020-07-02,2368844,186442,14099,Jul
Why Conspiracy Theories Spread | Explained by Dhruv Rathee,2020-06-30,3428310,152647,14235,Jun
Flying Beast Interview: Is Air Asia Safe? | Dhruv Rathee,2020-06-26,4619856,294768,9279,Jun
Boycott China: The Harsh Truth | Dhruv Rathee,2020-06-24,2440654,172852,14216,Jun
Why the World must Boycott China! | Dhruv Rathee,2020-06-18,3953226,289372,21400,Jun
Science behind Depression | Dhruv Rathee,2020-06-16,1956065,131190,9629,Jun
The Truth behind Inflation | Explained by Dhruv Rathee,2020-06-14,3148509,174507,7970,Jun
India vs China Border | Explained by Dhruv Rathee,2020-06-10,3286005,184760,21628,Jun
USA Protests | Analysis by Dhruv Rathee,2020-06-07,1601398,120192,13238,Jun
Universal Basic Income | Explained by Dhruv Rathee,2020-06-03,1406312,95777,15175,Jun
Locust Attack in India | Explained by Dhruv Rathee,2020-05-30,3078285,247562,20742,May
Coronavirus Source: Truth about Bats |  Dhruv Rathee,2020-05-26,1224598,89450,5484,May
India vs Nepal Border Dispute | Explained by Dhruv Rathee,2020-05-23,5714016,288037,54211,May
Modi 's 20 Lakh Crore Package |  Explained by Dhruv Rathee,2020-05-19,2476429,213496,19048,May
Carryminati | Youtube vs Tiktok by Dhruv Rathee,2020-05-16,10388426,744996,81212,May
The Truth about Alcohol Tax | Explained by Dhruv Rathee,2020-05-08,1316294,93654,9452,May
The Problem with Arnab Goswami | Opinion by Dhruv Rathee,2020-05-01,4946624,340026,46166,May
Inside Europe's Worst Economy | Ground Report by Dhruv Rathee,2020-04-27,1750889,97729,7585,Apr
Negative Oil Prices | Explained by Dhruv Rathee,2020-04-22,1420222,94075,4929,Apr
Global Recession 2020 | Explained by Dhruv Rathee,2020-04-20,1405614,87500,5445,Apr
Coronavirus Latest Update -3 | Dhruv Rathee,2020-04-16,1289072,84195,6353,Apr
Positive Impact of Coronavirus Lockdown | Explained by Dhruv Rathee,2020-04-09,2068719,155209,14221,Apr
Coronavirus Test on Myself | Explained by Dhruv Rathee,2020-04-04,2524193,129232,12055,Apr
USA-China Coronavirus Conflict | Explained by Dhruv Rathee,2020-03-30,2015482,121039,8559,Mar
Coronavirus Lockdown in India | Analysis by Dhruv Rathee,2020-03-27,2069529,144065,11060,Mar
Coronavirus Latest Update | Explained by Dhruv Rathee,2020-03-22,3373315,221347,10290,Mar
Saudi-Russia Oil Price Crash | Explained by Dhruv Rathee,2020-03-20,1170340,70798,3008,Mar
USA Elections 2020 | Explained by Dhruv Rathee,2020-03-15,1090277,51876,3715,Mar
Yes Bank Crisis | Explained by Dhruv Rathee,2020-03-09,2266469,119359,7140,Mar
The Truth about Brexit | Explained by Dhruv Rathee,2020-03-07,1919893,92189,4563,Mar
Delhi Riots 2020 | Analysis by Dhruv Rathee,2020-03-03,2224646,177163,25878,Mar
Singapore vs India | Education System Analysis by Dhruv Rathee,2020-02-20,1323195,72599,9129,Feb
Why Kejriwal Won? | Delhi Election Analysis by Dhruv Rathee,2020-02-12,3522261,268509,23189,Feb
Coronavirus | Explained by Dhruv Rathee,2020-02-06,3754832,243790,11048,Feb
Budget 2020 | Analysis by Dhruv Rathee,2020-02-03,1323151,79853,5956,Feb
Arnab Goswami vs Kunal Kamra Case | Opinion by Dhruv Rathee,2020-02-01,3684089,286452,17221,Feb
Indian Economy Crisis in 2020 | Analysis by Dhruv Rathee,2020-01-29,1512816,106856,8646,Jan
Kejriwal 5 year Report Card | Analysis by Dhruv Rathee,2020-01-25,3374383,238632,28700,Jan
Australia Bushfires | Explained by Dhruv Rathee,2020-01-18,1293531,86716,4572,Jan
JNU Incident | Explained by Dhruv Rathee,2020-01-12,3171436,241640,20692,Jan
USA vs Iran | Explained by Dhruv Rathee,2020-01-08,3982317,213882,9938,Jan
Inside World's No.1 Cycling City | Ground Report by Dhruv Rathee,2020-01-01,1533289,112370,8499,Jan
Reality of NRC and NPR | Explained by Dhruv Rathee,2019-12-26,3788934,295229,28821,Dec
Donald Trump Impeachment | Explained by Dhruv Rathee,2019-12-23,1071106,69884,3395,Dec
Aftermath of CAB + NRC | Explained by Dhruv Rathee,2019-12-17,3517786,316663,30374,Dec
Reality of Citizenship Bill (CAA) | Opinion by Dhruv Rathee,2019-12-12,4725524,385953,53157,Dec
Hyderabad Case: Is it Real Justice? | Analysis by Dhruv Rathee,2019-12-08,1841603,161962,11844,Dec
Dhruv Rathee with Kunal Kamra | Q&A in Amsterdam,2019-12-05,2252723,89613,3609,Dec
India vs Germany | Education System Analysis by Dhruv Rathee,2019-12-01,3599834,184812,11413,Dec
Maharashtra Politics: BJP vs NCP | Explained by Dhruv Rathee,2019-11-27,2856658,138538,9804,Nov
"Privatization of Air India, BPCL | Analysis by Dhruv Rathee",2019-11-25,1338223,80894,5489,Nov
Statue of Unity: First Year Performance | Analysis by Dhruv Rathee,2019-11-21,1544283,112532,12915,Nov
Reality of Indian Media | Analysis by Dhruv Rathee,2019-11-16,4648955,315141,22193,Nov
Ayodhya Verdict | Opinion by Dhruv Rathee,2019-11-09,3553812,214050,0,Nov
Reality of Air Pollution in Delhi | Analysis by Dhruv Rathee,2019-11-02,1597382,102998,7267,Nov
Does India need Two Child Policy? | Analysis by Dhruv Rathee,2019-10-29,1296683,82968,15126,Oct
Revolutionizing Indian Education System | Ground Report by Dhruv Rathee,2019-10-20,1277881,102062,8423,Oct
PMC Bank: Is Your Money Safe in Banks? | Explained by Dhruv Rathee,2019-10-13,832827,74437,7040,Oct
